"GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term","FDR"
"GO:0002376",1.31658172533592e-15,1.95610463032334,131.548634590377,220,1863,"immune system process",7.41235511364125e-13
"GO:0006955",6.38712186906379e-14,2.06841674081681,89.1113133940182,160,1262,"immune response",1.79797480614146e-11
"GO:0043207",3.73076857977506e-12,2.10799102198438,69.1989596879064,128,980,"response to external biotic stimulus",5.2510567760334e-10
"GO:0051707",3.73076857977506e-12,2.10799102198438,69.1989596879064,128,980,"response to other organism",5.2510567760334e-10
"GO:0050896",1.26313536770484e-11,1.52625430938684,462.079583875163,568,6544,"response to stimulus",1.42229042403565e-09
"GO:0009607",1.75663372211628e-11,2.05156623973476,70.7524057217165,128,1002,"response to biotic stimulus",1.64830797591911e-09
"GO:0044419",5.51246658681998e-11,1.95834559905799,79.5788036410923,138,1127,"biological process involved in interspecies interaction between organisms",4.43359812625664e-09
"GO:0006952",9.49095489551014e-11,1.95423912193341,77.8841352405722,135,1103,"defense response",6.67925950771526e-09
"GO:0009605",1.89068893020509e-10,1.72507444842655,130.913133940182,200,1854,"response to external stimulus",1.18273096411718e-08
"GO:0098542",6.75831551416118e-10,2.10545709609539,52.8877763328999,99,749,"defense response to other organism",3.80493163447275e-08
"GO:0019882",1.32093176203548e-09,4.3380376344086,8.6851755526658,30,123,"antigen processing and presentation",6.76076892750887e-08
"GO:0002757",1.45963433876622e-08,2.49057399716892,25.9849154746424,57,368,"immune response-activating signaling pathway",6.84811777271152e-07
"GO:0002764",3.99036520374821e-08,2.38743072750855,27.3971391417425,58,388,"immune response-regulating signaling pathway",1.72813508439249e-06
"GO:0032101",6.37645317966989e-08,1.95118404522613,51.6167750325098,91,731,"regulation of response to external stimulus",2.56424510011011e-06
"GO:0045087",9.1627664459157e-08,2.02547676901554,43.778933680104,80,620,"innate immune response",3.43909167270036e-06
"GO:0002429",1.20331583053741e-07,2.76485167464115,17.0172951885566,41,241,"immune response-activating cell surface receptor signaling pathway",4.23416757870351e-06
"GO:0002253",1.43760248257447e-07,2.25065425995929,29.7979193758127,60,422,"activation of immune response",4.76100116287897e-06
"GO:0001775",2.35688015820535e-07,1.80790512409206,63.1970091027308,104,895,"cell activation",7.37179738372008e-06
"GO:0042221",2.7684249555408e-07,1.48569782110033,181.965019505852,244,2577,"response to chemical",8.20328026299721e-06
"GO:0007154",4.27686906781766e-07,1.38699125963975,335.120676202861,409,4746,"cell communication",1.20393864259067e-05
"GO:0009617",4.87677833864903e-07,2.22466190245708,28.0326397919376,56,397,"response to bacterium",1.30744104983781e-05
"GO:0002682",5.30820122465007e-07,1.7184613679193,73.8592977893368,116,1046,"regulation of immune system process",1.34040291543087e-05
"GO:0023052",5.47589112875845e-07,1.38496012336458,327.282834850455,400,4635,"signaling",1.34040291543087e-05
"GO:0046903",6.50036587533037e-07,1.7886877230078,60.5843953185956,99,858,"secretion",1.52487749492125e-05
"GO:0002768",8.71132844276119e-07,2.53332162767218,18.2882964889467,41,259,"immune response-regulating cell surface receptor signaling pathway",1.96179116530982e-05
"GO:0080134",1.22021961256391e-06,1.72586486551916,67.0100130039012,106,949,"regulation of response to stress",2.55414782747647e-05
"GO:0050776",1.22490215527291e-06,1.87203642802934,47.3801040312094,81,671,"regulation of immune response",2.55414782747647e-05
"GO:0032940",1.3884950297073e-06,1.79769076596857,55.2885565669701,91,783,"secretion by cell",2.79186679187576e-05
"GO:0050778",1.53698101672949e-06,1.96527584522241,38.5537061118335,69,546,"positive regulation of immune response",2.9838631462714e-05
"GO:0031347",1.59822833919773e-06,1.99521813179615,36.3647594278283,66,515,"regulation of defense response",2.9993418498944e-05
"GO:0006954",1.65283488187535e-06,1.9818331868785,37.1414824447334,67,526,"inflammatory response",3.00176141450265e-05
"GO:0008219",2.4984683301816e-06,1.56516880836459,102.880494148244,148,1457,"cell death",4.17713522777603e-05
"GO:1901700",2.51958497988659e-06,1.59393798588151,92.7830949284785,136,1314,"response to oxygen-containing compound",4.17713522777603e-05
"GO:0002758",2.54788871458904e-06,2.6259906766102,15.1107932379714,35,214,"innate immune response-activating signaling pathway",4.17713522777603e-05
"GO:0012501",2.59679809897267e-06,1.56609778472996,102.103771131339,147,1446,"programmed cell death",4.17713522777603e-05
"GO:0006950",3.02499422262878e-06,1.41657150759995,201.030039011704,259,2847,"response to stress",4.60467376388528e-05
"GO:0044281",3.19699636815756e-06,1.58789643960725,92.3594278283485,135,1308,"small molecule metabolic process",4.60467376388528e-05
"GO:0140352",3.21854580431599e-06,1.75004343610409,57.1950585175553,92,810,"export from cell",4.60467376388528e-05
"GO:0000165",3.23942758858068e-06,1.89830883208564,40.8838751625488,71,579,"MAPK cascade",4.60467376388528e-05
"GO:0007165",3.27152665284922e-06,1.36005655573043,303.133810143043,369,4293,"signal transduction",4.60467376388528e-05
"GO:0002274",4.82182518198003e-06,2.28802974090397,20.9009102730819,43,296,"myeloid leukocyte activation",6.62118921330429e-05
"GO:0006534",4.96214399664477e-06,18.5399443929564,0.847334200260078,7,12,"cysteine metabolic process",6.65163588121668e-05
"GO:0002684",5.25635014380505e-06,1.76535354889013,52.3228868660598,85,741,"positive regulation of immune system process",6.74985202910342e-05
"GO:0032103",5.2785187485674e-06,2.03474266624909,30.2215864759428,56,428,"positive regulation of response to external stimulus",6.74985202910342e-05
"GO:0006810",5.39508599129047e-06,1.366596716684,262.391157347204,324,3716,"transport",6.74985202910342e-05
"GO:0006629",5.55075212226452e-06,1.65126533742331,70.8936280884265,108,1004,"lipid metabolic process",6.79363792355419e-05
"GO:0042127",6.47870540446417e-06,1.51119803293108,114.107672301691,159,1616,"regulation of cell population proliferation",7.76066200577304e-05
"GO:0010033",6.76997006489478e-06,1.45272401739279,148.283485045514,198,2100,"response to organic substance",7.78875250881823e-05
"GO:0002444",6.77884321371391e-06,2.53419940853401,15.1107932379714,34,214,"myeloid leukocyte mediated immunity",7.78875250881823e-05
"GO:0006915",7.30040291236089e-06,1.54345679012346,98.9262678803641,141,1401,"apoptotic process",8.22025367931836e-05
"GO:0006887",7.73298051233754e-06,1.94205796269727,34.3170351105332,61,486,"exocytosis",8.53660397734517e-05
"GO:0002218",8.05841066802212e-06,2.47203164905604,15.8875162548765,35,225,"activation of innate immune response",8.68647700915717e-05
"GO:0140112",8.23365959631335e-06,11.7790146361575,1.20039011703511,8,17,"extracellular vesicle biogenesis",8.68647700915717e-05
"GO:0070371",8.33161205141185e-06,2.50599590523545,15.2520156046814,34,216,"ERK1 and ERK2 cascade",8.68647700915717e-05
"GO:0043408",8.90356182994322e-06,1.95523321305153,32.975422626788,59,467,"regulation of MAPK cascade",9.06738700293145e-05
"GO:0071702",9.06159286771309e-06,1.4323289917308,158.733940182055,209,2248,"organic substance transport",9.06738700293145e-05
"GO:0051716",9.18012538485066e-06,1.32099958093474,384.76033810143,451,5449,"cellular response to stimulus",9.06738700293145e-05
"GO:0031349",9.63586804650524e-06,2.15102831196581,23.5841352405722,46,334,"positive regulation of defense response",9.35343743134905e-05
"GO:0072593",1.03705190443535e-05,2.89720125786164,10.3092327698309,26,146,"reactive oxygen species metabolic process",9.81315090123405e-05
"GO:0002250",1.04580649036242e-05,2.1635446685879,22.9486345903771,45,325,"adaptive immune response",9.81315090123405e-05
"GO:0007186",1.06636106896924e-05,1.91878389109472,34.6700910273082,61,491,"G protein-coupled receptor signaling pathway",9.84198822671613e-05
"GO:0009636",1.1021737130121e-05,3.13425614836716,8.54395318595579,23,121,"response to toxic substance",0.000100084483939647
"GO:0043299",1.20032542514393e-05,2.53752961386883,14.1928478543563,32,201,"leukocyte degranulation",0.000106325534437402
"GO:0050865",1.20867392610901e-05,1.96945792880259,31.0689206762029,56,440,"regulation of cell activation",0.000106325534437402
"GO:0051241",1.34235611579345e-05,1.72083543755862,52.8171651495449,84,748,"negative regulation of multicellular organismal process",0.000116268691260263
"GO:0050909",1.39034708152416e-05,10.6003710575139,1.27100130039012,8,18,"sensory perception of taste",0.000118600819226985
"GO:0032496",1.42887907420198e-05,2.47123143771188,14.9695708712614,33,212,"response to lipopolysaccharide",0.000120068495339659
"GO:0045321",1.48313009638294e-05,1.69888539902887,55.3591677503251,87,784,"leukocyte activation",0.000122757102165709
"GO:0002443",1.50448313489058e-05,2.02231884057971,27.6089726918075,51,391,"leukocyte mediated immunity",0.000122757102165709
"GO:0002833",1.64264815084875e-05,2.25775615057801,19.1356306892068,39,271,"positive regulation of response to biotic stimulus",0.000132115844132549
"GO:0050866",1.70533264163169e-05,2.80295191722459,10.591677503251,26,150,"negative regulation of cell activation",0.000135225672850513
"GO:0002275",1.74315614206893e-05,2.44357872534668,15.1107932379714,33,214,"myeloid cell activation involved in immune response",0.000136305126109001
"GO:0051234",1.80418654374043e-05,1.33831198011859,270.65266579974,329,3833,"establishment of localization",0.000138034982812988
"GO:0002220",1.81431416130748e-05,3.63329928498468,5.93133940182055,18,84,"innate immune response activating cell surface receptor signaling pathway",0.000138034982812988
"GO:0002366",1.86032748347624e-05,2.05215157353886,25.6318595578674,48,363,"leukocyte activation involved in immune response",0.00013964858309295
"GO:0002263",2.00031392213624e-05,2.04551108509549,25.7024707412224,48,364,"cell activation involved in immune response",0.000146278666982488
"GO:0070372",2.00061409549762e-05,2.46373966716831,14.5459037711313,32,206,"regulation of ERK1 and ERK2 cascade",0.000146278666982488
"GO:0002252",2.04861624578743e-05,1.8418953241454,37.7063719115735,64,534,"immune effector process",0.000147868070048503
"GO:0006749",2.40770298689152e-05,6.63289962825279,2.1183355006502,10,30,"glutathione metabolic process",0.000171586934382269
"GO:2000707",2.47321230699434e-05,Inf,0.282444733420026,4,4,"positive regulation of dense core granule biogenesis",0.000171903522078742
"GO:0002159",2.47321230699434e-05,Inf,0.282444733420026,4,4,"desmosome assembly",0.000171903522078742
"GO:0002831",2.53847202617065e-05,2.04057251078891,25.2081924577373,47,357,"regulation of response to biotic stimulus",0.000174287774479765
"GO:0051179",2.68844136907073e-05,1.31922413519434,301.156697009103,360,4265,"localization",0.000182360541058653
"GO:0016192",2.91898381821516e-05,1.4892305790385,103.37477243173,143,1464,"vesicle-mediated transport",0.000195641415435135
"GO:0044703",2.99983043553378e-05,3.47459697117733,6.14317295188557,18,87,"multi-organism reproductive process",0.000198694651200649
"GO:0002237",3.10243431020719e-05,2.36416959946372,15.5344603381014,33,220,"response to molecule of bacterial origin",0.000203101222865889
"GO:0050727",3.21921481804908e-05,2.3246876697447,16.2405721716515,34,230,"regulation of inflammatory response",0.000204920985003895
"GO:0050912",3.23942587306334e-05,33.0527289546716,0.494278283485045,5,7,"detection of chemical stimulus involved in sensory perception of taste",0.000204920985003895
"GO:0070813",3.23942587306334e-05,33.0527289546716,0.494278283485045,5,7,"hydrogen sulfide metabolic process",0.000204920985003895
"GO:0009069",3.3305754400311e-05,6.31660470879802,2.1889466840052,10,31,"serine family amino acid metabolic process",0.000208345996970834
"GO:0048584",4.16028236322033e-05,1.45693710795642,113.68400520156,154,1610,"positive regulation of response to stimulus",0.000257388897856378
"GO:0030855",4.33213918841484e-05,1.86926848024608,32.481144343303,56,460,"epithelial cell differentiation",0.000265108082943212
"GO:0090066",4.61548484540266e-05,1.93982063578605,28.0326397919376,50,397,"regulation of anatomical structure size",0.00027941053418943
"GO:0050878",4.80226083308509e-05,2.1359803520262,20.0535760728218,39,284,"regulation of body fluid levels",0.000287624771173075
"GO:0070887",4.99496628210997e-05,1.41555451752868,136.138361508453,179,1928,"cellular response to chemical stimulus",0.00029601747545557
"GO:0048518",5.08124121543651e-05,1.29925831744014,326.153055916775,384,4619,"positive regulation of biological process",0.000297993625446954
"GO:0034109",5.20780011913851e-05,3.83591898297781,4.73094928478544,15,67,"homotypic cell-cell adhesion",0.000302267161554122
"GO:0007166",5.55948569983601e-05,1.39039340774372,154.285435630689,199,2185,"cell surface receptor signaling pathway",0.000319386780510987
"GO:0014070",6.20839246174663e-05,1.71235917564518,44.6262678803641,71,632,"response to organic cyclic compound",0.000352144149470167
"GO:0045088",6.25478063002073e-05,2.04327003165084,22.4543563068921,42,318,"regulation of innate immune response",0.000352144149470167
"GO:0045089",7.19135011370817e-05,2.16338244714926,18.2882964889467,36,259,"positive regulation of innate immune response",0.000400864367724525
"GO:0002934",7.79914566292614e-05,13.2296296296296,0.847334200260078,6,12,"desmosome organization",0.00043048225570857
"GO:0007567",8.13408987158482e-05,22.0336108541474,0.564889466840052,5,8,"parturition",0.000444610931815753
"GO:0051336",8.43274552360832e-05,1.65087425595238,50.6988296488947,78,718,"regulation of hydrolase activity",0.000452691938594351
"GO:0052547",8.44274485833159e-05,2.14384761904762,18.4295188556567,36,261,"regulation of peptidase activity",0.000452691938594351
"GO:0048002",9.0570478640468e-05,3.27849405512398,6.07256176853056,17,86,"antigen processing and presentation of peptide antigen",0.000481048862967769
"GO:0002504",9.32727895305631e-05,4.4252017380509,3.38933680104031,12,48,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.000490771780427169
"GO:0044706",9.56791085702127e-05,3.01233989378319,7.27295188556567,19,103,"multi-multicellular organism process",0.000498771649305831
"GO:0042981",9.67481723002911e-05,1.53277218928123,73.2944083224967,105,1038,"regulation of apoptotic process",0.000499717623899669
"GO:0002683",0.000102784436475863,2.05075566043036,20.7596879063719,39,294,"negative regulation of immune system process",0.000526069433962824
"GO:0043409",0.000107332081177026,2.64454860998475,9.8149544863459,23,139,"negative regulation of MAPK cascade",0.000544396051375368
"GO:0000096",0.000113293783027812,7.06444032158318,1.62405721716515,8,23,"sulfur amino acid metabolic process",0.000569503570041593
"GO:1901607",0.000115675794170249,4.30529971312094,3.45994798439532,12,49,"alpha-amino acid biosynthetic process",0.000576329647389878
"GO:0001580",0.000116699076025659,52.8391866913124,0.353055916775033,4,5,"detection of chemical stimulus involved in sensory perception of bitter taste",0.000576329647389878
"GO:0002695",0.000120217776557497,2.69081534110506,9.25006501950585,22,131,"negative regulation of leukocyte activation",0.000588544419146702
"GO:0009084",0.000136725654834205,8.42370882129918,1.27100130039012,7,18,"glutamine family amino acid biosynthetic process",0.000663590893721184
"GO:0009611",0.00014200326036418,1.84177817739462,29.3036410923277,50,415,"response to wounding",0.000683314834060112
"GO:0008285",0.000144912347206844,1.68441876232404,42.6491547464239,67,604,"negative regulation of cell population proliferation",0.000687483266913166
"GO:0043067",0.000145311738477206,1.5107746554119,74.9184655396619,106,1061,"regulation of programmed cell death",0.000687483266913166
"GO:0010817",0.000149506101024215,1.97086313045566,22.5955786736021,41,320,"regulation of hormone levels",0.000701432790638609
"GO:0002712",0.000155609918965407,5.67966573816156,2.1183355006502,9,30,"regulation of B cell mediated immunity",0.00071810151129118
"GO:0002889",0.000155609918965407,5.67966573816156,2.1183355006502,9,30,"regulation of immunoglobulin mediated immune response",0.00071810151129118
"GO:0045216",0.000157091225930053,2.4529439485502,11.368400520156,25,161,"cell-cell junction organization",0.000719043578850567
"GO:0050907",0.000172350062393796,16.5240518038853,0.635500650195059,5,9,"detection of chemical stimulus involved in sensory perception",0.000769533595745962
"GO:0043129",0.000172350062393796,16.5240518038853,0.635500650195059,5,9,"surfactant homeostasis",0.000769533595745962
"GO:0097070",0.000172350062393796,16.5240518038853,0.635500650195059,5,9,"ductus arteriosus closure",0.000769533595745962
"GO:0042119",0.000173589283587455,2.34097347411795,12.7806241872562,27,181,"neutrophil activation",0.000769533595745962
"GO:0051046",0.000181372629513561,1.76653803684816,33.4697009102731,55,474,"regulation of secretion",0.000797756175126052
"GO:0043066",0.000190729466813108,1.67963194374083,41.4487646293888,65,587,"negative regulation of apoptotic process",0.000832408448184338
"GO:0006690",0.000192721509107451,3.75266420843632,4.16605981794538,13,59,"icosanoid metabolic process",0.000834632381749962
"GO:0016477",0.000199182709168693,1.47264079353895,83.2505851755527,115,1179,"cell migration",0.000856029505816598
"GO:0043069",0.000206279574138773,1.66732760519938,42.3667100130039,66,600,"negative regulation of programmed cell death",0.000879813638182795
"GO:1901615",0.000210608346756708,1.8315817130846,28.2444733420026,48,400,"organic hydroxy compound metabolic process",0.000891522550556592
"GO:0045649",0.000224113466014562,9.92083333333333,0.988556566970091,6,14,"regulation of macrophage differentiation",0.000939183307412967
"GO:2000377",0.000227075678174572,3.12831225948323,5.93133940182055,16,84,"regulation of reactive oxygen species metabolic process",0.000939183307412967
"GO:0010466",0.000227075678174572,3.12831225948323,5.93133940182055,16,84,"negative regulation of peptidase activity",0.000939183307412967
"GO:0036230",0.000228540165391788,2.29575431695567,12.9924577373212,27,184,"granulocyte activation",0.000939183307412967
"GO:0002694",0.000236780774308336,1.82097253518827,28.3856957087126,48,402,"regulation of leukocyte activation",0.000965996927069515
"GO:0034097",0.000277273864795559,1.60557701026718,48.5098829648895,73,687,"response to cytokine",0.0011230588912223
"GO:0050864",0.000280702545758139,2.93621906624713,6.63745123537061,17,94,"regulation of B cell activation",0.00112882523758451
"GO:0045055",0.000291402166946147,1.84060237576439,26.3379713914174,45,373,"regulated exocytosis",0.00116354198574951
"GO:1901606",0.000324727580158724,3.52216748768473,4.3778933680104,13,62,"alpha-amino acid catabolic process",0.00127426730367898
"GO:0050913",0.000330436256285178,26.4177449168207,0.423667100130039,4,6,"sensory perception of bitter taste",0.00127426730367898
"GO:0061110",0.000330436256285178,26.4177449168207,0.423667100130039,4,6,"dense core granule biogenesis",0.00127426730367898
"GO:2000705",0.000330436256285178,26.4177449168207,0.423667100130039,4,6,"regulation of dense core granule biogenesis",0.00127426730367898
"GO:1990858",0.000339568643872032,4.05266149870801,3.31872561768531,11,47,"cellular response to lectin",0.00127426730367898
"GO:1990840",0.000339568643872032,4.05266149870801,3.31872561768531,11,47,"response to lectin",0.00127426730367898
"GO:0002223",0.000339568643872032,4.05266149870801,3.31872561768531,11,47,"stimulatory C-type lectin receptor signaling pathway",0.00127426730367898
"GO:0070527",0.000339568643872032,4.05266149870801,3.31872561768531,11,47,"platelet aggregation",0.00127426730367898
"GO:0052548",0.000346192583160189,2.04255038514298,17.5821846553966,33,249,"regulation of endopeptidase activity",0.00127426730367898
"GO:0070445",0.00035115960890722,Inf,0.21183355006502,3,3,"regulation of oligodendrocyte progenitor proliferation",0.00127426730367898
"GO:0097734",0.00035127190124665,8.8179012345679,1.0591677503251,6,15,"extracellular exosome biogenesis",0.00127426730367898
"GO:1990182",0.00035127190124665,8.8179012345679,1.0591677503251,6,15,"exosomal secretion",0.00127426730367898
"GO:0030728",0.00035127190124665,8.8179012345679,1.0591677503251,6,15,"ovulation",0.00127426730367898
"GO:0031953",0.00035127190124665,8.8179012345679,1.0591677503251,6,15,"negative regulation of protein autophosphorylation",0.00127426730367898
"GO:0044283",0.00035323864015595,1.77327559542221,29.6566970091027,49,420,"small molecule biosynthetic process",0.00127426730367898
"GO:0140962",0.000355346299604972,4.41883519206939,2.82444733420026,10,40,"multicellular organismal-level chemical homeostasis",0.00127426730367898
"GO:0002221",0.000371036958857342,2.29922974422308,12.0039011703511,25,170,"pattern recognition receptor signaling pathway",0.00131462634947433
"GO:0008652",0.000371271029425254,3.70300116928674,3.88361508452536,12,55,"amino acid biosynthetic process",0.00131462634947433
"GO:0050790",0.000378614804870198,1.42319464982261,93.3479843953186,125,1322,"regulation of catalytic activity",0.00133225084463701
"GO:0048821",0.000398017574585967,5.57562738013866,1.90650195058518,8,27,"erythrocyte development",0.00138323391661666
"GO:0070266",0.000398017574585967,5.57562738013866,1.90650195058518,8,27,"necroptotic process",0.00138323391661666
"GO:0051248",0.000423317694174598,1.59465444775484,46.7446033810143,70,662,"negative regulation of protein metabolic process",0.00146213412159692
"GO:0002283",0.000431542671732549,2.31818553999836,11.4390117035111,24,162,"neutrophil activation involved in immune response",0.00148145441576479
"GO:0006536",0.000441502189169728,4.76958217270195,2.40078023407022,9,34,"glutamate metabolic process",0.00150116772841596
"GO:0007606",0.000442617838218559,3.61858811579482,3.95422626788036,12,56,"sensory perception of chemical stimulus",0.00150116772841596
"GO:0051607",0.000453704691826239,2.08658854166667,15.6756827048114,30,222,"defense response to virus",0.00152045084225103
"GO:0140546",0.000453704691826239,2.08658854166667,15.6756827048114,30,222,"defense response to symbiont",0.00152045084225103
"GO:0007565",0.000484057346202285,3.01926831338596,5.71950585175553,15,81,"female pregnancy",0.00161256973912359
"GO:0006879",0.000498798981936525,3.83882496940024,3.45994798439532,11,49,"intracellular iron ion homeostasis",0.00164704054450614
"GO:0030001",0.000501448355318532,1.58348966865719,47.0270481144343,70,666,"metal ion transport",0.00164704054450614
"GO:0071310",0.000503181125497435,1.38601216986295,107.258387516255,140,1519,"cellular response to organic substance",0.00164704054450614
"GO:1903530",0.000512391917644938,1.72973968077061,30.9276983094928,50,438,"regulation of secretion by cell",0.00166749508459017
"GO:0009065",0.000528602677096669,7.93555555555556,1.1297789336801,6,16,"glutamine family amino acid catabolic process",0.00171036383451394
"GO:0019221",0.000542319235272736,1.82076033180821,24.7845253576073,42,351,"cytokine-mediated signaling pathway",0.00174471845404886
"GO:0070493",0.000560619957505684,11.0144927536232,0.776723016905072,5,11,"thrombin-activated receptor signaling pathway",0.00179106675504791
"GO:0042060",0.00056308848249286,1.8466407331707,23.3016905071521,40,330,"wound healing",0.00179106675504791
"GO:0050900",0.000593234820854778,1.95039899476166,18.8531859557867,34,267,"leukocyte migration",0.00187293207329221
"GO:0045834",0.000595479291508535,2.6305099394987,7.69661898569571,18,109,"positive regulation of lipid metabolic process",0.00187293207329221
"GO:1901698",0.000600332785484991,1.50587944165926,59.8782834850455,85,848,"response to nitrogen compound",0.00187770754571139
"GO:0010243",0.000641497197132518,1.51725836835241,56.6301690507152,81,802,"response to organonitrogen compound",0.00199537525958899
"GO:1901184",0.000679521372265142,3.04719231710301,5.29583875162549,14,75,"regulation of ERBB signaling pathway",0.00209433654938018
"GO:0033993",0.000680752377507234,1.5908823791292,43.425877763329,65,615,"response to lipid",0.00209433654938018
"GO:0034113",0.000697354857564165,4.41566078613432,2.54200260078023,9,36,"heterotypic cell-cell adhesion",0.002122220458425
"GO:0097300",0.000697354857564165,4.41566078613432,2.54200260078023,9,36,"programmed necrotic cell death",0.002122220458425
"GO:1901605",0.000769416936655229,2.30650938369546,10.521066319896,22,149,"alpha-amino acid metabolic process",0.00232893406095104
"GO:0044248",0.000785967663996559,1.43977388211382,74.9890767230169,102,1062,"cellular catabolic process",0.00234041515220703
"GO:0051259",0.00078825283388318,1.67356405011387,33.116644993498,52,469,"protein complex oligomerization",0.00234041515220703
